Site-longitude,Site-latitude,Sample name,"weight (g, with bag)",Site,Site number,Position,depth top,depth bottom,replicate,Sample name isotopes,d18O,Stdev d18O,d2H,Stdev d2H,comment,,
-2.5323,-75.43395,D14_R_8_0,81.6,D,14,80,0,0.33,,D14_R_8_0,-46.28,0.06,-362.8,0.66,,,
-2.5323,-75.43395,D14_R_8_3,66.2,D,14,80,0.33,0.67,,D14_R_8_3,-46.59,0.03,-365.5,0.32,,,
-2.5323,-75.43395,D14_R_8_6,35.9,D,14,80,0.67,1,,D14_R_8_6,-45.32,0.03,-353.9,0.15,,,
-2.5323,-75.43395,D14_R_9_0,73.4,D,14,90,0,0.33,,D14_R_9_0,-42.47,0.04,-332.0,0.36,,,
-2.5323,-75.43395,D14_R_9_3,59.5,D,14,90,0.33,0.67,,D14_R_9_3,-45.72,0.06,-358.2,0.44,,,
-2.5323,-75.43395,D14_R_9_6,46.1,D,14,90,0.67,1,,D14_R_9_6,-46.10,0.05,-359.6,0.59,,,
-2.23711,-75.38401,D18_R_0_0,83,D,18,0,0,0.33,,D18_R_0_0,-44.18,0.01,-346.1,0.03,,,
-2.23711,-75.38401,D18_R_0_3,66.3,D,18,0,0.33,0.67,,D18_R_0_3,-45.80,0.01,-356.8,0.03,,,
-2.23711,-75.38401,D18_R_0_6,35.4,D,18,0,0.67,1,,D18_R_0_6,-45.55,0.00,-357.1,0.02,,,
-2.23711,-75.38401,D18_R_1_0,54,D,18,10,0,0.33,,D18_R_1_0,-45.71,0.00,-358.8,0.03,,,
-2.23711,-75.38401,D18_R_1_3,56.9,D,18,10,0.33,0.67,,D18_R_1_3,-47.48,0.01,-370.1,0.03,,,
-2.23711,-75.38401,D18_R_1_6,43,D,18,10,0.67,1,,D18_R_1_6,-46.03,0.02,-359.9,0.21,,,
-2.23711,-75.38401,D18_R_2_0,84.4,D,18,20,0,0.33,,D18_R_2_0,-44.11,0.01,-345.6,0.02,,,
-2.23711,-75.38401,D18_R_2_3,74.3,D,18,20,0.33,0.67,,D18_R_2_3,-42.41,0.01,-334.9,0.06,,,
-2.23711,-75.38401,D18_R_2_6,32.7,D,18,20,0.67,1,,D18_R_2_6,-49.08,0.01,-381.3,0.02,,,
-2.23711,-75.38401,D18_R_3_0,78,D,18,30,0,0.33,,D18_R_3_0,-40.76,0.01,-318.7,0.06,,,
-2.23711,-75.38401,D18_R_3_3,57.8,D,18,30,0.33,0.67,,D18_R_3_3,-48.64,0.01,-380.7,0.09,,,
-2.23711,-75.38401,D18_R_3_6,45,D,18,30,0.67,1,,D18_R_3_6,-43.53,0.00,-341.9,0.07,,,
-2.23711,-75.38401,D18_R_4_0,85.3,D,18,40,0,0.33,,D18_R_4_0,-43.74,0.00,-343.4,0.04,,,
-2.23711,-75.38401,D18_R_4_3,75.1,D,18,40,0.33,0.67,,D18_R_4_3,-43.49,0.01,-341.5,0.06,,,
-2.23711,-75.38401,D18_R_4_6,24.3,D,18,40,0.67,1,,D18_R_4_6,-44.10,0.01,-347.5,0.03,,,
-2.23711,-75.38401,D18_R_5_0,80.9,D,18,50,0,0.33,,D18_R_5_0,-42.86,0.01,-337.1,0.05,,,
-2.23711,-75.38401,D18_R_5_3,52.1,D,18,50,0.33,0.67,,D18_R_5_3,-45.70,0.01,-357.9,0.05,,,
-2.23711,-75.38401,D18_R_5_6,36,D,18,50,0.67,1,,D18_R_5_6,-42.78,0.03,-334.8,0.43,,,
-2.23711,-75.38401,D18_R_6_0,76.7,D,18,60,0,0.33,,D18_R_6_0,-42.52,0.01,-333.8,0.03,,,
-2.23711,-75.38401,D18_R_6_3,63.7,D,18,60,0.33,0.67,,D18_R_6_3,-43.58,0.01,-340.0,0.01,,,
-2.23711,-75.38401,D18_R_6_6,43.9,D,18,60,0.67,1,,D18_R_6_6,-43.85,0.00,-342.2,0.02,,,
-2.23711,-75.38401,D18_R_7_0,83,D,18,70,0,0.33,,D18_R_7_0,-44.07,0.01,-346.3,0.04,,,
-2.23711,-75.38401,D18_R_7_3,55.2,D,18,70,0.33,0.67,,D18_R_7_3,-43.67,0.00,-338.5,0.02,,,
-2.23711,-75.38401,D18_R_7_6,34.1,D,18,70,0.67,1,,D18_R_7_6,-43.30,0.00,-338.9,0.03,,,
-2.23711,-75.38401,D18_R_8_0,76.9,D,18,80,0,0.33,,D18_R_8_0,-42.94,0.00,-337.0,0.03,,,
-2.23711,-75.38401,D18_R_8_3,62,D,18,80,0.33,0.67,,D18_R_8_3,-44.98,0.02,-351.1,0.27,,,
-2.23711,-75.38401,D18_R_8_6,50.3,D,18,80,0.67,1,,D18_R_8_6,-46.08,0.01,-361.8,0.01,,,
-2.23711,-75.38401,D18_R_9_0,89.1,D,18,90,0,0.33,,D18_R_9_0,-44.14,0.00,-345.8,0.03,,,
-2.23711,-75.38401,D18_R_9_3,67.7,D,18,90,0.33,0.67,,D18_R_9_3,-40.80,0.01,-323.4,0.12,,,
-2.23711,-75.38401,D18_R_9_6,24.2,D,18,90,0.67,1,,D18_R_9_6,-45.41,0.02,-357.7,0.11,,,
-1.94392,-75.33368,D22_R_0_0,82.3,D,22,0,0,0.33,,D22_R_0_0,-44.19,0.01,-348.0,0.05,,,
-1.94392,-75.33368,D22_R_0_3,72.1,D,22,0,0.33,0.67,,D22_R_0_3,-45.96,0.01,-362.6,0.04,,,
-1.94392,-75.33368,D22_R_0_6,45.6,D,22,0,0.67,1,,D22_R_0_6,-42.51,0.01,-334.5,0.06,,,
-1.94392,-75.33368,D22_R_1_0,76.9,D,22,10,0,0.33,,D22_R_1_0,-45.35,0.01,-359.9,0.06,,,
-1.94392,-75.33368,D22_R_1_3,67.5,D,22,10,0.33,0.67,,D22_R_1_3,-45.94,0.01,-358.5,0.05,,,
-1.94392,-75.33368,D22_R_1_6,44.9,D,22,10,0.67,1,,D22_R_1_6,-44.32,0.01,-347.3,0.04,,,
-1.94392,-75.33368,D22_R_2_0,23.4,D,22,20,0,0.33,,D22_R_2_0,-44.24,0.01,-345.3,0.07,,,
-1.94392,-75.33368,D22_R_2_3,63.8,D,22,20,0.33,0.67,,D22_R_2_3,-45.42,0.01,-355.4,0.04,,,
-1.94392,-75.33368,D22_R_2_6,38.8,D,22,20,0.67,1,,D22_R_2_6,-44.15,0.01,-346.3,0.05,,,
-1.94392,-75.33368,D22_R_3_0,77.8,D,22,30,0,0.33,,D22_R_3_0,-45.57,0.01,-356.9,0.09,,,
-1.94392,-75.33368,D22_R_3_3,61.6,D,22,30,0.33,0.67,,D22_R_3_3,-45.85,0.01,-359.9,0.04,,,
-1.94392,-75.33368,D22_R_3_6,44.7,D,22,30,0.67,1,,D22_R_3_6,-45.57,0.01,-355.3,0.04,,,
-1.94392,-75.33368,D22_R_4_0,85.5,D,22,40,0,0.33,,D22_R_4_0,-44.35,0.00,-347.7,0.02,,,
-1.94392,-75.33368,D22_R_4_3,67.3,D,22,40,0.33,0.67,,D22_R_4_3,-45.25,0.00,-356.6,0.03,,,
-1.94392,-75.33368,D22_R_4_6,32.3,D,22,40,0.67,1,,D22_R_4_6,-42.01,0.04,-328.3,0.57,,,
-1.94392,-75.33368,D22_R_5_0,87,D,22,50,0,0.33,,D22_R_5_0,-43.47,0.02,-341.7,0.10,,,
-1.94392,-75.33368,D22_R_5_3,63.5,D,22,50,0.33,0.67,,D22_R_5_3,-46.91,0.01,-369.2,0.09,,,
-1.94392,-75.33368,D22_R_5_6,34.3,D,22,50,0.67,1,,D22_R_5_6,-42.05,0.01,-326.6,0.05,,,
-1.94392,-75.33368,D22_R_6_0,86.3,D,22,60,0,0.33,,D22_R_6_0,-43.55,0.01,-343.0,0.07,,,
-1.94392,-75.33368,D22_R_6_3,72.3,D,22,60,0.33,0.67,,D22_R_6_3,-45.67,0.01,-359.4,0.04,,,
-1.94392,-75.33368,D22_R_6_6,40.1,D,22,60,0.67,1,,D22_R_6_6,-45.22,0.02,-354.4,0.04,,,
-1.94392,-75.33368,D22_R_7_0,79,D,22,70,0,0.33,,D22_R_7_0,-46.71,0.00,-366.7,0.05,,,
-1.94392,-75.33368,D22_R_7_3,77.1,D,22,70,0.33,0.67,,D22_R_7_3,-45.89,0.01,-360.3,0.06,,,
-1.94392,-75.33368,D22_R_7_6,19.1,D,22,70,0.67,1,,D22_R_7_6,-40.06,0.01,-318.3,0.03,,,
-1.94392,-75.33368,D22_R_8_0,86.6,D,22,80,0,0.33,,D22_R_8_0,-44.14,0.01,-345.8,0.07,,,
-1.94392,-75.33368,D22_R_8_3,75.9,D,22,80,0.33,0.67,,D22_R_8_3,-46.74,0.00,-363.8,0.03,,,
-1.94392,-75.33368,D22_R_8_6,34.7,D,22,80,0.67,1,,D22_R_8_6,-47.18,0.01,-369.2,0.03,,,
-1.94392,-75.33368,D22_R_9_0,80.5,D,22,90,0,0.33,,D22_R_9_0,-41.06,0.01,-323.4,0.01,,,
-1.94392,-75.33368,D22_R_9_3,67.5,D,22,90,0.33,0.67,,D22_R_9_3,-45.60,0.02,-357.4,0.07,,,
-1.94392,-75.33368,D22_R_9_6,52,D,22,90,0.67,1,,D22_R_9_6,,,,,"sample lost, leaking bag",,
-1.79808,-75.30838,D24_R_7_0,65.6,D,24,70,0,0.33,,D24_R_7_0,-43.08,0.06,-334.2,0.26,,,
-1.79808,-75.30838,D24_R_7_3,75.5,D,24,70,0.33,0.67,,D24_R_7_3,-43.36,0.07,-341.9,0.49,,,
-1.79808,-75.30838,D24_R_7_6,17.9,D,24,70,0.67,1,,D24_R_7_6,-39.37,0.02,-313.8,0.09,,,
-1.79808,-75.30838,D24_R_8_0,83.6,D,24,80,0,0.33,,D24_R_8_0,-43.04,0.06,-342.2,0.63,,,
-1.79808,-75.30838,D24_R_8_3,74.9,D,24,80,0.33,0.67,,D24_R_8_3,-45.26,0.02,-356.1,0.37,,,
-1.79808,-75.30838,D24_R_8_6,67.4,D,24,80,0.67,1,,D24_R_8_6,-44.43,0.06,-347.7,0.61,,,
-1.50794,-75.2575,D28_R_0_0,83,D,28,0,0,0.33,,D28_R_0_0,-44.22,0.01,-346.4,0.04,,,
-1.50794,-75.2575,D28_R_0_3,66.6,D,28,0,0.33,0.67,,D28_R_0_3,-48.26,0.01,-378.0,0.04,,,
-1.50794,-75.2575,D28_R_0_6,30.2,D,28,0,0.67,1,,D28_R_0_6,-42.19,0.01,-331.9,0.06,,,
-1.50794,-75.2575,D28_R_1_0,74.7,D,28,10,0,0.33,,D28_R_1_0,-45.95,0.01,-361.1,0.05,,,
-1.50794,-75.2575,D28_R_1_3,62,D,28,10,0.33,0.67,,D28_R_1_3,-47.42,0.02,-371.4,0.22,,,
-1.50794,-75.2575,D28_R_1_6,41.1,D,28,10,0.67,1,,D28_R_1_6,-44.75,0.01,-350.4,0.02,,,
-1.50794,-75.2575,D28_R_2_0,77.3,D,28,20,0,0.33,,D28_R_2_0,-44.93,0.01,-353.8,0.02,,,
-1.50794,-75.2575,D28_R_2_3,61.3,D,28,20,0.33,0.67,,D28_R_2_3,-46.63,0.01,-364.8,0.04,,,
-1.50794,-75.2575,D28_R_2_6,51.1,D,28,20,0.67,1,,D28_R_2_6,-46.82,0.01,-367.7,0.02,,,
-1.50794,-75.2575,D28_R_3_0,108,D,28,30,0,0.33,,D28_R_3_0,-43.48,0.01,-339.5,0.04,,,
-1.50794,-75.2575,D28_R_3_3,62.9,D,28,30,0.33,0.67,,D28_R_3_3,-44.58,0.01,-350.2,0.02,,,
-1.50794,-75.2575,D28_R_3_6,6.3,D,28,30,0.67,1,,D28_R_3_6,-40.53,0.01,-321.0,0.03,,,
-1.50794,-75.2575,D28_R_4_0,86.7,D,28,40,0,0.33,,D28_R_4_0,-44.61,0.00,-350.1,0.06,,,
-1.50794,-75.2575,D28_R_4_3,65.4,D,28,40,0.33,0.67,,D28_R_4_3,-46.08,0.00,-362.1,0.01,,,
-1.50794,-75.2575,D28_R_4_6,33.4,D,28,40,0.67,1,,D28_R_4_6,-48.03,0.00,-375.6,0.04,,,
-1.50794,-75.2575,D28_R_5_0,80.1,D,28,50,0,0.33,,D28_R_5_0,-46.61,0.01,-365.0,0.04,,,
-1.50794,-75.2575,D28_R_5_3,65.3,D,28,50,0.33,0.67,,D28_R_5_3,-45.90,0.01,-359.4,0.03,,,
-1.50794,-75.2575,D28_R_5_6,50.2,D,28,50,0.67,1,,D28_R_5_6,-46.34,0.00,-362.9,0.03,,,
-1.50794,-75.2575,D28_R_6_0,76.2,D,28,60,0,0.33,,D28_R_6_0,-45.80,0.01,-358.4,0.04,,,
-1.50794,-75.2575,D28_R_6_3,68.2,D,28,60,0.33,0.67,,D28_R_6_3,-45.88,0.01,-358.7,0.02,,,
-1.50794,-75.2575,D28_R_6_6,52.5,D,28,60,0.67,1,,D28_R_6_6,-46.48,0.01,-363.5,0.05,,,
-1.50794,-75.2575,D28_R_7_0,78,D,28,70,0,0.33,,D28_R_7_0,-43.86,0.01,-343.1,0.01,,,
-1.50794,-75.2575,D28_R_7_3,69.8,D,28,70,0.33,0.67,,D28_R_7_3,-48.55,0.01,-379.9,0.02,,,
-1.50794,-75.2575,D28_R_7_6,43.8,D,28,70,0.67,1,,D28_R_7_6,-46.92,0.02,-366.1,0.23,,,
-1.50794,-75.2575,D28_R_8_0,75.6,D,28,80,0,0.33,,D28_R_8_0,-44.98,0.01,-350.6,0.04,,,
-1.50794,-75.2575,D28_R_8_3,62,D,28,80,0.33,0.67,,D28_R_8_3,-43.11,0.01,-337.8,0.03,,,
-1.50794,-75.2575,D28_R_8_6,46.4,D,28,80,0.67,1,,D28_R_8_6,-44.96,0.01,-352.2,0.03,,,
-1.50794,-75.2575,D28_R_9_0,73.5,D,28,90,0,0.33,,D28_R_9_0,-44.69,0.01,-348.6,0.06,,,
-1.50794,-75.2575,D28_R_9_3,60,D,28,90,0.33,0.67,,D28_R_9_3,-46.70,0.01,-364.8,0.03,,,
-1.50794,-75.2575,D28_R_9_6,50.5,D,28,90,0.67,1,,D28_R_9_6,-47.30,0.01,-369.9,0.05,,,
-1.21982,-75.20625,D32_R_0_0,79.9,D,32,0,0,0.33,,D32_R_0_0,-43.45,0.03,-339.5,0.37,,,
-1.21982,-75.20625,D32_R_0_3,65,D,32,0,0.33,0.67,,D32_R_0_3,-45.40,0.06,-354.6,0.60,,,
-1.21982,-75.20625,D32_R_0_6,31.9,D,32,0,0.67,1,,D32_R_0_6,-45.51,0.05,-355.6,0.29,,,
-1.21982,-75.20625,D32_R_1_0,80.7,D,32,10,0,0.33,,D32_R_1_0,-42.66,0.03,-334.0,0.33,,,
-1.21982,-75.20625,D32_R_1_3,62.5,D,32,10,0.33,0.67,,D32_R_1_3,-43.40,0.04,-342.0,0.21,,,
-1.21982,-75.20625,D32_R_1_6,39.7,D,32,10,0.67,1,,D32_R_1_6,-47.52,0.03,-374.7,0.49,,,
-1.21982,-75.20625,D32_R_2_0,88.2,D,32,20,0,0.33,,D32_R_2_0,-43.84,0.08,-344.3,0.40,,,
-1.21982,-75.20625,D32_R_2_3,73.4,D,32,20,0.33,0.67,,D32_R_2_3,-45.71,0.03,-356.1,0.17,,,
-1.21982,-75.20625,D32_R_2_6,21.5,D,32,20,0.67,1,,D32_R_2_6,-41.94,0.06,-333.5,0.24,,,
-1.21982,-75.20625,D32_R_3_0,79.1,D,32,30,0,0.33,,D32_R_3_0,-43.78,0.06,-342.9,0.58,,,
-1.21982,-75.20625,D32_R_3_3,67.5,D,32,30,0.33,0.67,,D32_R_3_3,-45.41,0.04,-354.5,0.47,,,
-1.21982,-75.20625,D32_R_3_6,46.5,D,32,30,0.67,1,,D32_R_3_6,-42.71,0.04,-335.6,0.52,,,
-1.21982,-75.20625,D32_R_4_0,80.3,D,32,40,0,0.33,,D32_R_4_0,-44.11,0.06,-347.7,0.31,,,
-1.21982,-75.20625,D32_R_4_3,58.5,D,32,40,0.33,0.67,,D32_R_4_3,-45.90,0.04,-359.8,0.16,,,
-1.21982,-75.20625,D32_R_4_6,44.3,D,32,40,0.67,1,,D32_R_4_6,-47.23,0.09,-367.2,0.29,,,
-1.21982,-75.20625,D32_R_5_0,96.1,D,32,50,0,0.33,,D32_R_5_0,-42.69,0.07,-332.5,0.32,,,
-1.21982,-75.20625,D32_R_5_3,49.1,D,32,50,0.33,0.67,,D32_R_5_3,-44.30,0.07,-347.3,0.35,,,
-1.21982,-75.20625,D32_R_5_6,30.7,D,32,50,0.67,1,,D32_R_5_6,-44.68,0.05,-353.0,0.36,,,
-1.21982,-75.20625,D32_R_6_0,78.6,D,32,60,0,0.33,,D32_R_6_0,-42.53,0.03,-333.3,0.53,,,
-1.21982,-75.20625,D32_R_6_3,66.8,D,32,60,0.33,0.67,,D32_R_6_3,-44.38,0.09,-348.7,0.37,,,
-1.21982,-75.20625,D32_R_6_6,21.5,D,32,60,0.67,1,,D32_R_6_6,-43.50,0.04,-341.4,0.25,,,
-1.21982,-75.20625,D32_R_7_0,75.2,D,32,70,0,0.33,,D32_R_7_0,-45.32,0.01,-354.8,0.22,,,
-1.21982,-75.20625,D32_R_7_3,59.1,D,32,70,0.33,0.67,,D32_R_7_3,-44.90,0.06,-350.7,0.18,,,
-1.21982,-75.20625,D32_R_7_6,44.9,D,32,70,0.67,1,,D32_R_7_6,-42.98,0.09,-335.4,0.25,,,
-1.21982,-75.20625,D32_R_8_0,70.6,D,32,80,0,0.33,,D32_R_8_0,-45.51,0.04,-357.1,0.43,,,
-1.21982,-75.20625,D32_R_8_3,67.3,D,32,80,0.33,0.67,,D32_R_8_3,-45.63,0.05,-356.7,0.40,,,
-1.21982,-75.20625,D32_R_8_6,47.5,D,32,80,0.67,1,,D32_R_8_6,-43.93,0.06,-342.2,0.31,,,
-1.21982,-75.20625,D32_R_9_0,74.1,D,32,90,0,0.33,,D32_R_9_0,-44.55,0.07,-350.6,0.21,,,
-1.21982,-75.20625,D32_R_9_3,67.9,D,32,90,0.33,0.67,,D32_R_9_3,-44.83,0.07,-350.9,0.34,,,
-1.21982,-75.20625,D32_R_9_6,49,D,32,90,0.67,1,,D32_R_9_6,-44.12,0.04,-344.4,0.34,,,
-0.93371,-75.15465,D36_R_0_0,82,D,36,0,0,0.33,,D36_R_0_0,-43.12,0.06,-341.1,0.19,,,
-0.93371,-75.15465,D36_R_0_3,61.8,D,36,0,0.33,0.67,,D36_R_0_3,-47.41,0.05,-374.2,0.48,,,
-0.93371,-75.15465,D36_R_0_6,37.2,D,36,0,0.67,1,,D36_R_0_6,-44.45,0.05,-349.7,0.46,,,
-0.93371,-75.15465,D36_R_1_0,68.7,D,36,10,0,0.33,,D36_R_1_0,-44.58,0.05,-349.1,0.25,,,
-0.93371,-75.15465,D36_R_1_3,58.4,D,36,10,0.33,0.67,,D36_R_1_3,-45.35,0.07,-353.9,0.55,,,
-0.93371,-75.15465,D36_R_1_6,47.9,D,36,10,0.67,1,,D36_R_1_6,-47.46,0.04,-369.6,0.40,,,
-0.93371,-75.15465,D36_R_2_0,80.7,D,36,20,0,0.33,,D36_R_2_0,-43.50,0.07,-339.0,0.29,,,
-0.93371,-75.15465,D36_R_2_3,59.5,D,36,20,0.33,0.67,,D36_R_2_3,-47.66,0.02,-373.0,0.24,,,
-0.93371,-75.15465,D36_R_2_6,31.4,D,36,20,0.67,1,,D36_R_2_6,-44.11,0.01,-346.7,0.70,,,
-0.93371,-75.15465,D36_R_3_0,93.4,D,36,30,0,0.33,,D36_R_3_0,-45.96,0.04,-361.9,0.47,,,
-0.93371,-75.15465,D36_R_3_3,65.8,D,36,30,0.33,0.67,,D36_R_3_3,-43.85,0.07,-344.8,0.48,,,
-0.93371,-75.15465,D36_R_3_6,14.9,D,36,30,0.67,1,,D36_R_3_6,-39.94,0.09,-316.2,0.44,,,
-0.93371,-75.15465,D36_R_4_0,70.2,D,36,40,0,0.33,,D36_R_4_0,-43.81,0.06,-341.9,0.23,,,
-0.93371,-75.15465,D36_R_4_3,58.2,D,36,40,0.33,0.67,,D36_R_4_3,-48.21,0.06,-376.7,0.51,,,
-0.93371,-75.15465,D36_R_4_6,51.4,D,36,40,0.67,1,,D36_R_4_6,-44.12,0.08,-346.3,0.44,,,
-0.93371,-75.15465,D36_R_5_0,88.1,D,36,50,0,0.33,,D36_R_5_0,-44.70,0.02,-351.4,0.50,,,
-0.93371,-75.15465,D36_R_5_3,69,D,36,50,0.33,0.67,,D36_R_5_3,-45.72,0.09,-361.2,0.62,,,
-0.93371,-75.15465,D36_R_5_6,25.9,D,36,50,0.67,1,,D36_R_5_6,-43.75,0.03,-342.9,0.36,,,
-0.93371,-75.15465,D36_R_6_0,82,D,36,60,0,0.33,,D36_R_6_0,-44.47,0.05,-351.2,0.56,,,
-0.93371,-75.15465,D36_R_6_3,66.6,D,36,60,0.33,0.67,,D36_R_6_3,-48.30,0.07,-379.8,0.21,,,
-0.93371,-75.15465,D36_R_6_6,42,D,36,60,0.67,1,,D36_R_6_6,-45.74,0.09,-358.9,0.58,,,
-0.93371,-75.15465,D36_R_7_0,86.2,D,36,70,0,0.33,,D36_R_7_0,-44.18,0.05,-345.7,0.72,,,
-0.93371,-75.15465,D36_R_7_3,68.4,D,36,70,0.33,0.67,,D36_R_7_3,-43.28,0.04,-340.4,0.52,,,
-0.93371,-75.15465,D36_R_7_6,46.9,D,36,70,0.67,1,,D36_R_7_6,-45.63,0.05,-357.5,0.08,,,
-0.93371,-75.15465,D36_R_8_0,90.6,D,36,80,0,0.33,,D36_R_8_0,-40.38,0.03,-318.2,0.55,,,
-0.93371,-75.15465,D36_R_8_3,70.1,D,36,80,0.33,0.67,,D36_R_8_3,-45.73,0.06,-359.9,0.30,,,
-0.93371,-75.15465,D36_R_8_6,21.7,D,36,80,0.67,1,,D36_R_8_6,-42.67,0.01,-336.5,0.25,,,
-0.93371,-75.15465,D36_R_9_0,70.4,D,36,90,0,0.33,,D36_R_9_0,-45.64,0.04,-358.5,0.51,,,
-0.93371,-75.15465,D36_R_9_3,60.2,D,36,90,0.33,0.67,,D36_R_9_3,-47.18,0.06,-371.1,0.32,,,
-0.93371,-75.15465,D36_R_9_6,45.6,D,36,90,0.67,1,,D36_R_9_6,-45.89,0.05,-360.6,0.33,,,
-0.79141,-75.12871,D38_R_6_0,81.3,D,38,60,0,0.33,,D38_R_6_0,-44.82,0.04,-349.3,0.32,,,
-0.79141,-75.12871,D38_R_6_3,58.5,D,38,60,0.33,0.67,,D38_R_6_3,-45.91,0.06,-359.4,0.38,,,
-0.79141,-75.12871,D38_R_6_6,30.7,D,38,60,0.67,1,,D38_R_6_6,-45.47,0.04,-359.1,0.48,,,
-0.79141,-75.12871,D38_R_7_0,77.3,D,38,70,0,0.33,,D38_R_7_0,-44.91,0.07,-353.5,0.61,,,
-0.79141,-75.12871,D38_R_7_3,54.1,D,38,70,0.33,0.67,,D38_R_7_3,-44.37,0.07,-349.2,0.62,,,
-0.79141,-75.12871,D38_R_7_6,40.7,D,38,70,0.67,1,,D38_R_7_6,-46.98,0.06,-368.4,0.33,,,
-0.79141,-75.12871,D38_R_8_0,76.6,D,38,80,0,0.33,,D38_R_8_0,-43.98,0.09,-345.7,0.42,,,
-0.79141,-75.12871,D38_R_8_3,55.2,D,38,80,0.33,0.67,,D38_R_8_3,-48.55,0.03,-379.0,0.43,,,
-0.79141,-75.12871,D38_R_8_6,32.7,D,38,80,0.67,1,,D38_R_8_6,-46.17,0.05,-362.2,0.66,,,
-0.79141,-75.12871,D38_R_9_0,72.2,D,38,90,0,0.33,,D38_R_9_0,-45.05,0.04,-353.2,0.32,,,
-0.79141,-75.12871,D38_R_9_3,54.6,D,38,90,0.33,0.67,,D38_R_9_3,-45.44,0.05,-358.0,0.26,,,
-0.79141,-75.12871,D38_R_9_6,45.8,D,38,90,0.67,1,,D38_R_9_6,-46.63,0.05,-364.7,0.47,,,
-0.50832,-75.07656,D42_R_0_0,71.7,D,42,0,0,0.33,,D42_R_0_0,-46.37,0.06,-361.9,0.42,,,
-0.50832,-75.07656,D42_R_0_3,58,D,42,0,0.33,0.67,,D42_R_0_3,-46.63,0.09,-367.1,0.25,,,
-0.50832,-75.07656,D42_R_0_6,45,D,42,0,0.67,1,,D42_R_0_6,-44.29,0.05,-353.7,0.61,,,
-0.50832,-75.07656,D42_R_1_0,83.1,D,42,10,0,0.33,,D42_R_1_0,-41.93,0.06,-331.9,0.34,,,
-0.50832,-75.07656,D42_R_1_3,59,D,42,10,0.33,0.67,,D42_R_1_3,-44.23,0.03,-347.6,0.44,,,
-0.50832,-75.07656,D42_R_1_6,35.9,D,42,10,0.67,1,,D42_R_1_6,-46.19,0.05,-362.7,0.35,,,
-0.50832,-75.07656,D42_R_2_0,84.6,D,42,20,0,0.33,,D42_R_2_0,-44.76,0.08,-350.9,0.36,,,
-0.50832,-75.07656,D42_R_2_3,60.7,D,42,20,0.33,0.67,,D42_R_2_3,-45.43,0.08,-355.4,0.45,,,
-0.50832,-75.07656,D42_R_2_6,28.2,D,42,20,0.67,1,,D42_R_2_6,-44.27,0.05,-347.0,0.29,,,
-0.50832,-75.07656,D42_R_3_0,76.3,D,42,30,0,0.33,,D42_R_3_0,-43.83,0.04,-344.4,0.31,,,
-0.50832,-75.07656,D42_R_3_3,64.2,D,42,30,0.33,0.67,,D42_R_3_3,-45.09,0.08,-351.0,0.28,,,
-0.50832,-75.07656,D42_R_3_6,39,D,42,30,0.67,1,,D42_R_3_6,-47.03,0.04,-368.6,0.41,,,
-0.50832,-75.07656,D42_R_4_0,82.2,D,42,40,0,0.33,,D42_R_4_0,-44.31,0.08,-350.5,0.57,,,
-0.50832,-75.07656,D42_R_4_3,61,D,42,40,0.33,0.67,,D42_R_4_3,-45.27,0.06,-352.6,0.63,,,
-0.50832,-75.07656,D42_R_4_6,23,D,42,40,0.67,1,,D42_R_4_6,-45.35,0.08,-357.5,0.62,,,
-0.50832,-75.07656,D42_R_5_0,77.6,D,42,50,0,0.33,,D42_R_5_0,-44.80,0.04,-349.8,0.29,,,
-0.50832,-75.07656,D42_R_5_3,55.8,D,42,50,0.33,0.67,,D42_R_5_3,-45.23,0.06,-352.5,0.38,,,
-0.50832,-75.07656,D42_R_5_6,45.8,D,42,50,0.67,1,,D42_R_5_6,-43.11,0.06,-340.8,0.34,,,
-0.50832,-75.07656,D42_R_6_0,86.2,D,42,60,0,0.33,,D42_R_6_0,-44.95,0.03,-352.4,0.65,,,
-0.50832,-75.07656,D42_R_6_3,43.6,D,42,60,0.33,0.67,,D42_R_6_3,-43.28,0.09,-338.7,0.29,,,
-0.50832,-75.07656,D42_R_6_6,25.1,D,42,60,0.67,1,,D42_R_6_6,-44.85,0.02,-354.1,0.47,,,
-0.50832,-75.07656,D42_R_7_0,94.3,D,42,70,0,0.33,,D42_R_7_0,-44.20,0.08,-348.8,0.32,,,
-0.50832,-75.07656,D42_R_7_3,53.4,D,42,70,0.33,0.67,,D42_R_7_3,-45.78,0.08,-359.7,0.68,,,
-0.50832,-75.07656,D42_R_7_6,6,D,42,70,0.67,1,,D42_R_7_6,-49.54,0.07,-386.4,0.56,,,
-0.50832,-75.07656,D42_R_8_0,85.1,D,42,80,0,0.33,,D42_R_8_0,-45.42,0.06,-355.4,0.34,,,
-0.50832,-75.07656,D42_R_8_3,62,D,42,80,0.33,0.67,,D42_R_8_3,-45.88,0.04,-359.3,0.22,,,
-0.50832,-75.07656,D42_R_8_6,37.7,D,42,80,0.67,1,,D42_R_8_6,-47.30,0.05,-369.4,0.61,,,
-0.50832,-75.07656,D42_R_9_0,71,D,42,90,0,0.33,,D42_R_9_0,-43.55,0.07,-340.3,0.44,,,
-0.50832,-75.07656,D42_R_9_3,64.2,D,42,90,0.33,0.67,,D42_R_9_3,-46.09,0.05,-360.7,0.54,,,
