Site-longitude,Site-latitude,Sample name,"weight (g, with bag)",Site,Site number,Position,depth top,depth bottom,replicate,Sample name isotopes,d18O,Stdev d18O,d2H,Stdev d2H,comment,,
-3.2267,-75.49515,C6_R_4_0,,C,6,40,0,0.33,,C6_R_4_0,-43.05,0.07,-338.6,0.38,,,
-3.2267,-75.49515,C6_R_4_3,,C,6,40,0.3,0.67,,C6_R_4_3,-42.74,0.04,-337.8,0.84,,,
-3.2267,-75.49515,C6_R_4_6,,C,6,40,0.67,1,,C6_R_4_6,-46.46,0.03,-366.5,0.80,,,
-3.2267,-75.49515,C6_R_5_0,,C,6,50,0,0.33,,C6_R_5_0,-41.90,0.06,-329.6,0.56,,,
-3.2267,-75.49515,C6_R_5_3,,C,6,50,0.3,0.67,,C6_R_5_3N,-42.75,0.06,-334.6,0.55,,,
-3.2267,-75.49515,C6_R_5_6,,C,6,50,0.67,1,,C6_R_5_6N,-45.68,0.04,-357.0,0.81,,,
-3.2267,-75.49515,C6_R_6_0,,C,6,60,0,0.33,,C6_R_6_0,-42.96,0.09,-340.2,0.14,,,
-3.2267,-75.49515,C6_R_6_3,,C,6,60,0.3,0.67,,C6_R_6_3,-44.26,0.06,-347.9,0.52,,,
-3.2267,-75.49515,C6_R_6_6,,C,6,60,0.67,1,,C6_R_6_6,-43.00,0.04,-339.2,0.70,,,
-3.2267,-75.49515,C6_R_7_0,,C,6,70,0,0.33,,C6_R_7_0,-43.72,0.05,-345.0,0.52,,,
-3.2267,-75.49515,C6_R_7_3,,C,6,70,0.3,0.67,,C6_R_7_3,-44.55,0.07,-349.4,0.40,,,
-3.2267,-75.49515,C6_R_7_6,,C,6,70,0.67,1,,C6_R_7_6N,-46.74,0.05,-366.3,0.33,,,
-3.2267,-75.49515,C6_R_8_0,,C,6,80,0,0.33,,C6_R_8_0,-43.57,0.04,-343.2,0.18,,,
-3.2267,-75.49515,C6_R_8_3,,C,6,80,0.3,0.67,,C6_R_8_3N,-43.21,0.05,-337.1,0.35,,,
-3.2267,-75.49515,C6_R_8_6,,C,6,80,0.67,1,,,,,,,sample missing,,
-3.2267,-75.49515,C6_R_9_0,,C,6,90,0,0.33,,C6_R_9_0,-43.65,0.02,-343.2,0.65,,,
-3.2267,-75.49515,C6_R_9_3,,C,6,90,0.3,0.67,,C6_R_9_3,-45.62,0.06,-356.8,0.51,,,
-3.2267,-75.49515,C6_R_9_6,,C,6,90,0.67,1,,C6_R_9_6,-43.79,0.09,-343.6,0.71,,,
-3.1779,-75.51393,CD6_R_0_0,,CD,6,0,0,0.33,,CD6_R_0_0N,-42.52,0.05,-333.9,0.36,,,
-3.1779,-75.51393,CD6_R_0_3,,CD,6,0,0.3,0.67,,CD6_R_0_3,-46.13,0.07,-362.3,0.56,,,
-3.1779,-75.51393,CD6_R_0_6,,CD,6,0,0.67,1,,CD6_R_0_6N,-44.38,0.06,-349.8,0.48,,,
-3.1779,-75.51393,CD6_R_1_0,,CD,6,10,0,0.33,,CD6_R_1_0,-42.31,0.06,-332.5,0.31,,,
-3.1779,-75.51393,CD6_R_1_3,,CD,6,10,0.3,0.67,,CD6_R_1_3N,-45.76,0.09,-359.1,0.33,,,
-3.1779,-75.51393,CD6_R_1_6,,CD,6,10,0.67,1,,CD6_R_1_6,-43.76,0.07,-343.8,0.60,,,
-3.1779,-75.51393,CD6_R_2_0,,CD,6,20,0,0.33,,CD6_R_2_0,-42.90,0.08,-336.7,0.64,,,
-3.1779,-75.51393,CD6_R_2_3,,CD,6,20,0.3,0.67,,CD6_R_2_3NN,-43.98,0.03,-344.2,0.83,,,
-3.1779,-75.51393,CD6_R_2_6,,CD,6,20,0.67,1,,CD6_R_2_6N,-43.16,0.01,-338.2,0.38,,,
-3.1779,-75.51393,CD6_R_3_0,,CD,6,30,0,0.33,,CD6_R_3_0,-43.51,0.08,-342.0,0.48,,,
-3.1779,-75.51393,CD6_R_3_3,,CD,6,30,0.3,0.67,,CD6_R_3_3,-46.98,0.04,-368.0,0.47,,,
-3.1779,-75.51393,CD6_R_3_6,,CD,6,30,0.67,1,,CD6_R_3_6NN,-42.50,0.02,-332.9,0.13,,,
-3.1779,-75.51393,CD6_R_4_0,,CD,6,40,0,0.33,,CD6_R_4_0,-43.82,0.05,-343.2,0.50,,,
-3.1779,-75.51393,CD6_R_4_3,,CD,6,40,0.3,0.67,,CD6_R_4_3N,-45.10,0.05,-354.5,0.41,,,
-3.1779,-75.51393,CD6_R_4_6,,CD,6,40,0.67,1,,CD6_R_4_6,-44.16,0.04,-345.0,0.49,,,
-3.1779,-75.51393,CD6_R_5_0,,CD,6,50,0,0.33,,CD6_R_5_0,-43.13,0.03,-339.2,0.54,,,
-3.1779,-75.51393,CD6_R_5_3,,CD,6,50,0.3,0.67,,CD6_R_5_3,-46.74,0.05,-371.0,0.19,,,
-3.1779,-75.51393,CD6_R_5_6,,CD,6,50,0.67,1,,CD6_R_5_6,-44.48,0.05,-347.0,0.21,,,
-3.1779,-75.51393,CD6_R_6_0,,CD,6,60,0,0.33,,CD6_R_6_0,-42.71,0.06,-336.6,0.27,,,
-3.1779,-75.51393,CD6_R_6_3,,CD,6,60,0.3,0.67,,CD6_R_6_3,-42.69,0.08,-334.9,0.22,,,
-3.1779,-75.51393,CD6_R_6_6,,CD,6,60,0.67,1,,CD6_R_6_6N,-43.00,0.04,-337.6,0.46,,,
-3.1779,-75.51393,CD6_R_7_0,,CD,6,70,0,0.33,,CD6_R_7_0,-44.49,0.06,-349.7,0.45,,,
-3.1779,-75.51393,CD6_R_7_3,,CD,6,70,0.3,0.67,,CD6_R_7_3,-46.59,0.06,-365.2,0.49,,,
-3.1779,-75.51393,CD6_R_7_6,,CD,6,70,0.67,1,,CD6_R_7_6,-44.07,0.06,-346.8,0.44,,,
-3.1779,-75.51393,CD6_R_8_0,,CD,6,80,0,0.33,,CD6_R_8_0N,-43.80,0.07,-341.5,0.56,,,
-3.1779,-75.51393,CD6_R_8_3,,CD,6,80,0.3,0.67,,CD6_R_8_3,-46.57,0.08,-366.5,0.46,,,
-3.1779,-75.51393,CD6_R_8_6,,CD,6,80,0.67,1,,CD6_R_8_6,-45.05,0.07,-352.5,0.41,,,
-3.1779,-75.51393,CD6_R_9_0,,CD,6,90,0,0.33,,CD6_R_9_0N,-43.21,0.06,-339.7,0.60,,,
-3.1779,-75.51393,CD6_R_9_3,,CD,6,90,0.3,0.67,,CD6_R_9_3,-45.03,0.06,-351.4,0.36,,,
-3.1779,-75.51393,CD6_R_9_6,,CD,6,90,0.67,1,,CD6_R_9_6,-44.31,0.02,-347.5,0.80,,,
-3.0799,-75.55147,DE6_R_0_0,,DE,6,0,0,0.33,,DE6_R_0_0,-44.32,0.02,-346.8,0.45,,,
-3.0799,-75.55147,DE6_R_0_3,,DE,6,0,0.3,0.67,,DE6_R_0_3N,-44.27,0.06,-348.4,0.28,,,
-3.0799,-75.55147,DE6_R_0_6,,DE,6,0,0.67,1,,DE6_R_0_6,-43.97,0.06,-345.3,0.12,,,
-3.0799,-75.55147,DE6_R_1_0,,DE,6,10,0,0.33,,DE6_R_1_0,-42.55,0.08,-332.1,0.54,,,
-3.0799,-75.55147,DE6_R_1_3,,DE,6,10,0.3,0.67,,DE6_R_1_3,-44.42,0.05,-349.1,0.48,,,
-3.0799,-75.55147,DE6_R_1_6,,DE,6,10,0.67,1,,DE6_R_1_6,-43.99,0.07,-344.5,0.48,,,
-3.0799,-75.55147,DE6_R_2_0,,DE,6,20,0,0.33,,DE6_R_2_0,-44.02,0.03,-345.4,0.59,,,
-3.0799,-75.55147,DE6_R_2_3,,DE,6,20,0.3,0.67,,DE6_R_2_3,-44.45,0.06,-347.2,0.36,,,
-3.0799,-75.55147,DE6_R_2_6,,DE,6,20,0.67,1,,DE6_R_2_6,-41.24,0.06,-323.5,0.51,,,
-3.0799,-75.55147,DE6_R_3_0,,DE,6,30,0,0.33,,DE6_R_3_0,-44.16,0.07,-346.9,0.40,,,
-3.0799,-75.55147,DE6_R_3_3,,DE,6,30,0.3,0.67,,DE6_R_3_3N,-45.95,0.05,-361.6,0.26,,,
-3.0799,-75.55147,DE6_R_3_6,,DE,6,30,0.67,1,,DE6_R_3_6,-47.06,0.04,-368.2,0.64,,,
-3.0799,-75.55147,DE6_R_4_0,,DE,6,40,0,0.33,,DE6_R_4_0,-44.58,0.04,-351.6,0.39,,,
-3.0799,-75.55147,DE6_R_4_3,,DE,6,40,0.3,0.67,,DE6_R_4_3,-43.55,0.06,-342.3,0.49,,,
-3.0799,-75.55147,DE6_R_4_6,,DE,6,40,0.67,1,,DE6_R_4_6,-42.80,0.04,-340.0,0.29,,,
-3.0799,-75.55147,DE6_R_5_0,,DE,6,50,0,0.33,,DE6_R_5_0,-42.43,0.06,-333.2,0.57,,,
-3.0799,-75.55147,DE6_R_5_3,,DE,6,50,0.3,0.67,,DE6_R_5_3N,-45.68,0.06,-359.2,0.88,,,
-3.0799,-75.55147,DE6_R_5_6,,DE,6,50,0.67,1,,DE6_R_5_6N,-44.58,0.05,-348.0,0.53,,,
-3.0799,-75.55147,DE6_R_6_0,,DE,6,60,0,0.33,,DE6_R_6_0,-43.01,0.07,-340.2,0.17,,,
-3.0799,-75.55147,DE6_R_6_3,,DE,6,60,0.3,0.67,,DE6_R_6_3,-44.46,0.06,-349.2,0.40,,,
-3.0799,-75.55147,DE6_R_6_6,,DE,6,60,0.67,1,,DE6_R_6_6N,-42.54,0.03,-335.7,0.63,,,
-3.0799,-75.55147,DE6_R_7_0,,DE,6,70,0,0.33,,DE6_R_7_0,-43.60,0.07,-345.0,0.76,,,
-3.0799,-75.55147,DE6_R_7_3,,DE,6,70,0.3,0.67,,DE6_R_7_3N,-44.51,0.08,-347.9,0.30,,,
-3.0799,-75.55147,DE6_R_7_6,,DE,6,70,0.67,1,,DE6_R_7_6N,-43.85,0.05,-341.9,0.57,,,
-3.0799,-75.55147,DE6_R_8_0,,DE,6,80,0,0.33,,DE6_R_8_0N,-44.15,0.07,-344.0,0.40,,,
-3.0799,-75.55147,DE6_R_8_3,,DE,6,80,0.3,0.67,,DE6_R_8_3N,-46.86,0.09,-366.2,0.42,,,
-3.0799,-75.55147,DE6_R_8_6,,DE,6,80,0.67,1,,DE6_R_8_6,-43.65,0.07,-340.0,0.49,,,
-3.0799,-75.55147,DE6_R_9_0,,DE,6,90,0,0.33,,DE6_R_9_0,-43.26,0.06,-337.5,0.42,,,
-3.0799,-75.55147,DE6_R_9_3,,DE,6,90,0.3,0.67,,DE6_R_9_3,-46.82,0.05,-366.6,0.39,,,
-3.0799,-75.55147,DE6_R_9_6,,DE,6,90,0.67,1,,DE6_R_9_6N,-44.81,0.04,-354.7,0.42,,,
-3.1029,-75.50169,CD7_R_0_0,,CD,7,0,0,0.33,,CD7_R_0_0,-43.44,0.05,-340.0,0.36,,,
-3.1029,-75.50169,CD7_R_0_3,,CD,7,0,0.3,0.67,,CD7_R_0_3,-44.82,0.03,-350.5,0.37,,,
-3.1029,-75.50169,CD7_R_0_6,,CD,7,0,0.67,1,,CD7_R_0_6N,-44.64,0.09,-352.1,0.48,,,
-3.1029,-75.50169,CD7_R_1_0,,CD,7,10,0,0.33,,CD7_R_1_0,-44.16,0.06,-344.7,0.51,,,
-3.1029,-75.50169,CD7_R_1_3,,CD,7,10,0.3,0.67,,CD7_R_1_3,-44.80,0.04,-350.4,0.31,,,
-3.1029,-75.50169,CD7_R_1_6,,CD,7,10,0.67,1,,CD7_R_1_6,-46.22,0.03,-361.3,0.43,,,
-3.1029,-75.50169,CD7_R_2_0,,CD,7,20,0,0.33,,CD7_R_2_0,-43.42,0.04,-339.7,0.33,,,
-3.1029,-75.50169,CD7_R_2_3,,CD,7,20,0.3,0.67,,CD7_R_2_3,-43.89,0.04,-343.3,0.16,,,
-3.1029,-75.50169,CD7_R_2_6,,CD,7,20,0.67,1,,CD7_R_2_6,-43.66,0.04,-341.9,0.50,,,
-3.1029,-75.50169,CD7_R_3_0,,CD,7,30,0,0.33,,CD7_R_3_0,-43.14,0.03,-337.1,0.86,,,
-3.1029,-75.50169,CD7_R_3_3,,CD,7,30,0.3,0.67,,CD7_R_3_3,-46.24,0.08,-361.1,0.55,,,
-3.1029,-75.50169,CD7_R_3_6,,CD,7,30,0.67,1,,CD7_R_3_6,-42.44,0.00,-333.3,0.34,,,
-3.1029,-75.50169,CD7_R_4_0,,CD,7,40,0,0.33,,CD7_R_4_0,-43.25,0.06,-341.2,0.39,,,
-3.1029,-75.50169,CD7_R_4_3,,CD,7,40,0.3,0.67,,CD7_R_4_3N,-44.18,0.09,-346.3,0.40,,,
-3.1029,-75.50169,CD7_R_4_6,,CD,7,40,0.67,1,,CD7_R_4_6,-41.05,0.07,-319.8,0.23,,,
-3.1029,-75.50169,CD7_R_5_0,,CD,7,50,0,0.33,,CD7_R_5_0,-41.85,0.02,-329.0,0.72,,,
-3.1029,-75.50169,CD7_R_5_3,,CD,7,50,0.3,0.67,,CD7_R_5_3,-44.42,0.07,-348.5,0.78,,,
-3.1029,-75.50169,CD7_R_5_6,,CD,7,50,0.67,1,,CD7_R_5_6,-40.97,0.05,-320.8,0.25,,,
-3.1029,-75.50169,CD7_R_6_0,,CD,7,60,0,0.33,,CD7_R_6_0,-43.49,0.07,-341.8,0.68,,,
-3.1029,-75.50169,CD7_R_6_3,,CD,7,60,0.3,0.67,,CD7_R_6_3,-44.44,0.08,-350.7,0.33,,,
-3.1029,-75.50169,CD7_R_6_6,,CD,7,60,0.67,1,,CD7_R_6_6,-44.40,0.02,-353.4,0.58,,,
-3.1029,-75.50169,CD7_R_7_0,,CD,7,70,0,0.33,,CD7_R_7_0,-44.52,0.06,-350.4,0.54,,,
-3.1029,-75.50169,CD7_R_7_3,,CD,7,70,0.3,0.67,,CD7_R_7_3,-44.33,0.08,-348.1,0.58,,,
-3.1029,-75.50169,CD7_R_7_6,,CD,7,70,0.67,1,,CD7_R_7_6N,-42.56,0.03,-334.7,0.64,,,
-3.1029,-75.50169,CD7_R_8_0,,CD,7,80,0,0.33,,CD7_R_8_0,-42.64,0.03,-334.3,0.12,,,
-3.1029,-75.50169,CD7_R_8_3,,CD,7,80,0.3,0.67,,CD7_R_8_3,-44.47,0.05,-350.3,0.51,,,
-3.1029,-75.50169,CD7_R_8_6,,CD,7,80,0.67,1,,CD7_R_8_6,-45.58,0.06,-358.4,0.37,,,
-3.1029,-75.50169,CD7_R_9_0,,CD,7,90,0,0.33,,CD7_R_9_0,-43.14,0.06,-339.7,0.48,,,
-3.1029,-75.50169,CD7_R_9_3,,CD,7,90,0.3,0.67,,CD7_R_9_3,-44.31,0.07,-347.8,0.23,,,
-3.1029,-75.50169,CD7_R_9_6,,CD,7,90,0.67,1,,CD7_R_9_6,-44.05,0.07,-345.8,0.19,,,
-3.05392,-75.52045,D7_R_6_0,,D,7,60,0,0.33,,D7_R_6_0,-42.49,0.05,-334.3,0.46,,,
-3.05392,-75.52045,D7_R_6_3,,D,7,60,0.3,0.67,,D7_R_6_3,-43.99,0.04,-346.6,0.18,,,
-3.05392,-75.52045,D7_R_6_6,,D,7,60,0.67,1,,D7_R_6_6,-44.30,0.04,-345.3,0.32,,,
-3.05392,-75.52045,D7_R_7_0,,D,7,70,0,0.33,,D7_R_7_0,-45.94,0.03,-360.3,0.12,,,
-3.05392,-75.52045,D7_R_7_3,,D,7,70,0.3,0.67,,D7_R_7_3,-45.78,0.04,-358.1,0.30,,,
-3.05392,-75.52045,D7_R_7_6,,D,7,70,0.67,1,,D7_R_7_6,-43.83,0.01,-344.5,0.05,,,
-3.05392,-75.52045,D7_R_8_0,,D,7,80,0,0.33,,D7_R_8_0,-43.32,0.04,-339.1,0.27,,,
-3.05392,-75.52045,D7_R_8_3,,D,7,80,0.3,0.67,,D7_R_8_3,-46.98,0.02,-369.7,0.12,,,
-3.05392,-75.52045,D7_R_8_6,,D,7,80,0.67,1,,D7_R_8_6,-42.46,0.04,-333.0,0.30,,,
-3.05392,-75.52045,D7_R_9_0,,D,7,90,0,0.33,,D7_R_9_0,-41.08,0.04,-323.8,0.36,,,
-3.05392,-75.52045,D7_R_9_3,,D,7,90,0.3,0.67,,D7_R_9_3,-46.86,0.04,-365.7,0.31,,,
-3.05392,-75.52045,D7_R_9_6,,D,7,90,0.67,1,,D7_R_9_6,-45.96,0.03,-362.2,0.10,,,
-3.0048,-75.53919,DE7_R_0_0,,DE,7,0,0,0.33,,DE7_R_0_0,-42.75,0.03,-333.8,0.35,,,
-3.0048,-75.53919,DE7_R_0_3,,DE,7,0,0.3,0.67,,DE7_R_0_3,-44.89,0.04,-350.8,0.73,,,
-3.0048,-75.53919,DE7_R_0_6,,DE,7,0,0.67,1,,DE7_R_0_6N,-43.79,0.06,-348.0,0.56,,,
-3.0048,-75.53919,DE7_R_1_0,,DE,7,10,0,0.33,,DE7_R_1_0,-43.65,0.07,-341.5,0.35,,,
-3.0048,-75.53919,DE7_R_1_3,,DE,7,10,0.3,0.67,,DE7_R_1_3,-45.68,0.09,-357.2,0.59,,,
-3.0048,-75.53919,DE7_R_1_6,,DE,7,10,0.67,1,,DE7_R_1_6N,-42.06,0.04,-329.6,0.28,,,
-3.0048,-75.53919,DE7_R_2_0,,DE,7,20,0,0.33,,DE7_R_2_0,-43.13,0.08,-339.7,0.21,,,
-3.0048,-75.53919,DE7_R_2_3,,DE,7,20,0.3,0.67,,DE7_R_2_3,-45.03,0.04,-352.4,0.38,,,
-3.0048,-75.53919,DE7_R_2_6,,DE,7,20,0.67,1,,DE7_R_2_6,-43.40,0.04,-341.7,0.25,,,
-3.0048,-75.53919,DE7_R_3_0,,DE,7,30,0,0.33,,DE7_R_3_0,-45.41,0.04,-358.0,0.32,,,
-3.0048,-75.53919,DE7_R_3_3,,DE,7,30,0.3,0.67,,DE7_R_3_3NN,-44.69,0.05,-351.8,0.39,,,
-3.0048,-75.53919,DE7_R_3_6,,DE,7,30,0.67,1,,DE7_R_3_6NN,-45.86,0.04,-359.6,0.91,,,
-3.0048,-75.53919,DE7_R_4_0,,DE,7,40,0,0.33,,DE7_R_4_0,-44.04,0.06,-349.1,0.47,,,
-3.0048,-75.53919,DE7_R_4_3,,DE,7,40,0.3,0.67,,DE7_R_4_3,-44.47,0.04,-350.7,0.58,,,
-3.0048,-75.53919,DE7_R_4_6,,DE,7,40,0.67,1,,DE7_R_4_6,-45.05,0.07,-353.4,0.46,,,
-3.0048,-75.53919,DE7_R_5_0,,DE,7,50,0,0.33,,DE7_R_5_0NN,-42.80,0.05,-337.8,0.31,,,
-3.0048,-75.53919,DE7_R_5_3,,DE,7,50,0.3,0.67,,DE7_R_5_3,-44.43,0.03,-352.6,0.30,,,
-3.0048,-75.53919,DE7_R_5_6,,DE,7,50,0.67,1,,DE7_R_5_6,-40.99,0.08,-324.9,0.15,,,
-3.0048,-75.53919,DE7_R_6_0,,DE,7,60,0,0.33,,DE7_R_6_0,-42.47,0.03,-333.0,0.35,,,
-3.0048,-75.53919,DE7_R_6_3,,DE,7,60,0.3,0.67,,DE7_R_6_3,-44.95,0.09,-356.8,0.33,,,
-3.0048,-75.53919,DE7_R_6_6,,DE,7,60,0.67,1,,DE7_R_6_6,-43.80,0.09,-345.3,0.67,,,
-3.0048,-75.53919,DE7_R_7_0,,DE,7,70,0,0.33,,DE7_R_7_0,-43.20,0.02,-342.4,0.17,,,
-3.0048,-75.53919,DE7_R_7_3,,DE,7,70,0.3,0.67,,DE7_R_7_3,-43.16,0.09,-339.1,0.45,,,
-3.0048,-75.53919,DE7_R_7_6,,DE,7,70,0.67,1,,DE7_R_7_6,-42.20,0.08,-336.5,0.45,,,
-3.0048,-75.53919,DE7_R_8_0,,DE,7,80,0,0.33,,DE7_R_8_0,-45.37,0.08,-359.3,0.58,,,
-3.0048,-75.53919,DE7_R_8_3,,DE,7,80,0.3,0.67,,DE7_R_8_3,-46.05,0.03,-363.9,0.69,,,
-3.0048,-75.53919,DE7_R_8_6,,DE,7,80,0.67,1,,DE7_R_8_6,-44.07,0.02,-349.1,0.14,,,
-3.0048,-75.53919,DE7_R_9_0,,DE,7,90,0,0.33,,DE7_R_9_0,-41.63,0.05,-328.2,0.27,,,
-3.0048,-75.53919,DE7_R_9_3,,DE,7,90,0.3,0.67,,DE7_R_9_3,-44.37,0.05,-349.3,0.25,,,
-3.0048,-75.53919,DE7_R_9_6,,DE,7,90,0.67,1,,DE7_R_9_6,-41.83,0.03,-326.9,0.30,,,
-2.82962,-75.48352,D10_R_0_0,87.5,D,10,0,0,0.33,,D10_R_0_0,-42.33,0.07,-332.6,0.24,,,
-2.82962,-75.48352,D10_R_0_3,66,D,10,0,0.33,0.67,,D10_R_0_3,-45.14,0.03,-355.6,0.42,,,
-2.82962,-75.48352,D10_R_0_6,22.7,D,10,0,0.67,1,,D10_R_0_6,-43.23,0.07,-344.3,0.27,,,
-2.82962,-75.48352,D10_R_1_0,79.8,D,10,10,0,0.33,,D10_R_1_0,-44.26,0.07,-343.9,0.23,,,
-2.82962,-75.48352,D10_R_1_3,61.1,D,10,10,0.33,0.67,,D10_R_1_3,-44.80,0.09,-351.0,0.38,,,
-2.82962,-75.48352,D10_R_1_6,28.3,D,10,10,0.67,1,,D10_R_1_6,-44.13,0.04,-346.8,0.11,,,
-2.82962,-75.48352,D10_R_2_0,75.9,D,10,20,0,0.33,,D10_R_2_0,-42.89,0.03,-335.7,0.54,,,
-2.82962,-75.48352,D10_R_2_3,59.6,D,10,20,0.33,0.67,,D10_R_2_3,-45.13,0.07,-355.1,0.29,,,
-2.82962,-75.48352,D10_R_2_6,41.6,D,10,20,0.67,1,,D10_R_2_6,-42.55,0.04,-332.8,0.54,,,
-2.82962,-75.48352,D10_R_3_0,59.9,D,10,30,0,0.33,,D10_R_3_0,-44.70,0.03,-350.4,0.38,,,
-2.82962,-75.48352,D10_R_3_3,56,D,10,30,0.33,0.67,,D10_R_3_3,-45.63,0.05,-358.9,0.35,,,
-2.82962,-75.48352,D10_R_3_6,36.1,D,10,30,0.67,1,,D10_R_3_6,-43.74,0.07,-342.4,0.41,,,
-2.82962,-75.48352,D10_R_4_0,73.4,D,10,40,0,0.33,,D10_R_4_0,-41.77,0.06,-329.1,0.38,,,
-2.82962,-75.48352,D10_R_4_3,53.6,D,10,40,0.33,0.67,,D10_R_4_3,-45.60,0.05,-357.2,0.32,,,
-2.82962,-75.48352,D10_R_4_6,39.7,D,10,40,0.67,1,,D10_R_4_6,-46.25,0.03,-362.4,0.57,,,
-2.82962,-75.48352,D10_R_5_0,81.3,D,10,50,0,0.33,,D10_R_5_0,-43.77,0.09,-343.4,0.12,,,
-2.82962,-75.48352,D10_R_5_3,63.5,D,10,50,0.33,0.67,,D10_R_5_3,-44.62,0.06,-348.8,0.35,,,
-2.82962,-75.48352,D10_R_5_6,20.2,D,10,50,0.67,1,,D10_R_5_6,-46.55,0.09,-369.4,0.59,,,
-2.82962,-75.48352,D10_R_6_0,77.5,D,10,60,0,0.33,,D10_R_6_0,-43.66,0.02,-342.8,0.34,,,
-2.82962,-75.48352,D10_R_6_3,60.3,D,10,60,0.33,0.67,,D10_R_6_3,-44.03,0.05,-346.0,0.40,,,
-2.82962,-75.48352,D10_R_6_6,49.9,D,10,60,0.67,1,,D10_R_6_6,-45.48,0.03,-357.0,0.29,,,
-2.82962,-75.48352,D10_R_7_0,102.4,D,10,70,0,0.33,,D10_R_7_0,-44.20,0.07,-344.0,0.53,,,
-2.82962,-75.48352,D10_R_7_3,68.8,D,10,70,0.33,0.67,,D10_R_7_3,-42.28,0.03,-338.0,0.40,,,
-2.82962,-75.48352,D10_R_7_6,21.8,D,10,70,0.67,1,,D10_R_7_6,-44.80,0.02,-351.2,0.56,,,
-2.82962,-75.48352,D10_R_8_0,78.1,D,10,80,0,0.33,,D10_R_8_0,-42.72,0.04,-333.9,0.44,,,
-2.82962,-75.48352,D10_R_8_3,57.6,D,10,80,0.33,0.67,,D10_R_8_3,-44.99,0.06,-352.9,0.93,,,
-2.82962,-75.48352,D10_R_8_6,39.6,D,10,80,0.67,1,,D10_R_8_6,-43.88,0.04,-343.0,0.47,,,
-2.82962,-75.48352,D10_R_9_0,76,D,10,90,0,0.33,,D10_R_9_0,-42.84,0.09,-334.1,0.51,,,
-2.82962,-75.48352,D10_R_9_3,60.7,D,10,90,0.33,0.67,,D10_R_9_3,-47.05,0.04,-369.7,0.51,,,
-2.82962,-75.48352,D10_R_9_6,43.4,D,10,90,0.67,1,,D10_R_9_6,-42.32,0.03,-330.4,0.58,,,
-2.5323,-75.43395,D14_R_0_0,74.3,D,14,0,0,0.33,,D14_R_0_0,-45.68,0.07,-358.8,0.28,,,
-2.5323,-75.43395,D14_R_0_3,56.2,D,14,0,0.33,0.67,,D14_R_0_3,-44.10,0.05,-346.2,0.29,,,
-2.5323,-75.43395,D14_R_0_6,43.7,D,14,0,0.67,1,,D14_R_0_6,-45.09,0.04,-351.9,0.42,,,
-2.5323,-75.43395,D14_R_1_0,74.4,D,14,10,0,0.33,,D14_R_1_0,-44.03,0.09,-343.6,0.56,,,
-2.5323,-75.43395,D14_R_1_3,53.2,D,14,10,0.33,0.67,,D14_R_1_3,-44.92,0.02,-353.3,0.12,,,
-2.5323,-75.43395,D14_R_1_6,,D,14,10,0.67,1,,,,,,,sample missing,,
-2.5323,-75.43395,D14_R_2_0,65.3,D,14,20,0,0.33,,D14_R_2_0,-43.83,0.05,-344.6,0.18,,,
-2.5323,-75.43395,D14_R_2_3,57.4,D,14,20,0.33,0.67,,D14_R_2_3,-46.88,0.07,-365.1,0.35,,,
-2.5323,-75.43395,D14_R_2_6,44,D,14,20,0.67,1,,D14_R_2_6,-46.71,0.02,-364.8,0.25,,,
-2.5323,-75.43395,D14_R_3_0,76.6,D,14,30,0,0.33,,D14_R_3_0,-43.97,0.01,-343.5,0.64,,,
-2.5323,-75.43395,D14_R_3_3,58.6,D,14,30,0.33,0.67,,D14_R_3_3,-44.84,0.03,-349.3,0.15,,,
-2.5323,-75.43395,D14_R_3_6,36,D,14,30,0.67,1,,D14_R_3_6,-46.75,0.09,-368.4,0.37,,,
-2.5323,-75.43395,D14_R_4_0,76.3,D,14,40,0,0.33,,D14_R_4_0,-42.85,0.08,-336.4,0.18,,,
-2.5323,-75.43395,D14_R_4_3,34.2,D,14,40,0.33,0.67,,D14_R_4_3,-44.79,0.08,-355.9,0.37,,,
-2.5323,-75.43395,D14_R_4_6,21.3,D,14,40,0.67,1,,D14_R_4_6,-48.40,0.07,-378.2,0.41,,,
-2.5323,-75.43395,D14_R_5_0,67.4,D,14,50,0,0.33,,D14_R_5_0,-41.37,0.06,-324.8,0.51,,,
-2.5323,-75.43395,D14_R_5_3,53.3,D,14,50,0.33,0.67,,D14_R_5_3,-42.23,0.03,-331.8,0.45,,,
-2.5323,-75.43395,D14_R_5_6,37.5,D,14,50,0.67,1,,D14_R_5_6,-46.30,0.04,-363.0,0.47,,,
-2.5323,-75.43395,D14_R_6_0,75.6,D,14,60,0,0.33,,D14_R_6_0,-40.82,0.06,-322.4,0.64,,,
-2.5323,-75.43395,D14_R_6_3,63.7,D,14,60,0.33,0.67,,D14_R_6_3,-43.77,0.05,-344.2,0.28,,,
-2.5323,-75.43395,D14_R_6_6,50.7,D,14,60,0.67,1,,D14_R_6_6,-45.76,0.07,-359.0,0.53,,,
-2.5323,-75.43395,D14_R_7_0,102.2,D,14,70,0,0.33,,D14_R_7_0,-42.43,0.03,-332.4,0.55,,,
-2.5323,-75.43395,D14_R_7_3,56.8,D,14,70,0.33,0.67,,D14_R_7_3,-45.79,0.06,-362.1,0.32,,,
-2.5323,-75.43395,D14_R_7_6,,D,14,70,0.67,1,,D14_R_7_6,-44.44,0.05,-350.3,0.52,,,
